         1066820 function calls (925954 primitive calls) in 1.375 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       32    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1048(exec_module)
        1    0.000    0.000    0.000    0.000 _compat_pickle.py:9(<module>)
        1    0.000    0.000    0.000    0.000 traitlets.py:1708(ForwardDeclaredMixin)
       11    0.000    0.000    0.010    0.001 magic_arguments.py:139(construct_parser)
        1    0.000    0.000    0.000    0.000 datetime.py:454(timedelta)
      317    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
       33    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
       14    0.000    0.000    0.001    0.000 textwrap.py:414(dedent)
       35    0.000    0.000    0.000    0.000 traitlets.py:762(observe)
       38    0.000    0.000    0.001    0.000 typing.py:445(__init__)
        1    0.000    0.000    0.000    0.000 quoprimime.py:27(<module>)
       21    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
        1    0.000    0.000    0.011    0.011 traitlets.py:35(<module>)
      221    0.000    0.000    0.000    0.000 socket.py:91(<lambda>)
        1    0.000    0.000    0.030    0.030 buffer.py:4(<module>)
        1    0.000    0.000    0.000    0.000 selectors.py:60(_SelectorMapping)
        1    0.000    0.000    0.015    0.015 oinspect.py:8(<module>)
        1    0.000    0.000    0.003    0.003 dialogs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 diff.py:181(DiffParser)
       15    0.000    0.000    0.000    0.000 filters.py:350(publish_method)
      449    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
      224    0.000    0.000    0.000    0.000 sre_compile.py:453(_get_iscased)
        2    0.000    0.000    0.289    0.144 __init__.py:6(<module>)
       91    0.000    0.000    0.000    0.000 magic.py:112(record_magic)
      186    0.000    0.000    0.000    0.000 io.py:36(clone)
        1    0.000    0.000    0.042    0.042 ipapp.py:6(<module>)
        3    0.000    0.000    0.000    0.000 io.py:24(__init__)
        1    0.000    0.000    0.000    0.000 xmlbuilder.py:45(DOMBuilder)
        1    0.000    0.000    0.000    0.000 completer.py:347(Completion)
        1    0.000    0.000    0.000    0.000 filters.py:71(AbstractUsedNamesFilter)
        1    0.000    0.000    0.000    0.000 parser.py:79(BytesParser)
      157    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
      216    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
       18    0.000    0.000    0.000    0.000 sre_parse.py:267(getuntil)
        1    0.000    0.000    0.001    0.001 base.py:9(<module>)
        1    0.000    0.000    0.014    0.014 request.py:68(<module>)
      187    0.000    0.000    0.000    0.000 enum.py:628(value)
        8    0.000    0.000    0.000    0.000 enum.py:872(_decompose)
       58    0.000    0.000    0.000    0.000 traitlets.py:904(__call__)
        1    0.000    0.000    0.000    0.000 style.py:28(<dictcomp>)
       58    0.000    0.000    0.000    0.000 __init__.py:20(__new__)
        2    0.000    0.000    0.001    0.000 menus.py:1(<module>)
       92    0.000    0.000    0.000    0.000 argparse.py:581(format)
        2    0.000    0.000    0.005    0.003 cache.py:1(<module>)
        2    0.000    0.000    0.003    0.002 __init__.py:8(<module>)
    28/23    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
        1    0.000    0.000    0.001    0.001 application.py:120(Application)
       11    0.000    0.000    0.006    0.001 argparse.py:2444(format_help)
        2    0.000    0.000    0.004    0.002 display.py:2(<module>)
        4    0.000    0.000    0.000    0.000 inspect.py:613(cleandoc)
       79    0.000    0.000    0.000    0.000 traitlets.py:181(is_trait)
        1    0.000    0.000    0.001    0.001 pdb.py:66(<module>)
        1    0.000    0.000    0.000    0.000 defaults.py:126(<listcomp>)
        1    0.000    0.000    0.000    0.000 _endian.py:23(_swapped_meta)
       36    0.000    0.000    0.000    0.000 enum.py:855(_high_bit)
       82    0.000    0.000    0.000    0.000 token.py:25(__init__)
        1    0.000    0.000    0.002    0.002 formatters.py:8(<module>)
      220    0.000    0.000    0.000    0.000 socket.py:86(<lambda>)
        1    0.000    0.000    0.000    0.000 application.py:106(Application)
       22    0.000    0.000    0.001    0.000 arguments.py:38(repack_with_argument_clinic)
      106    0.000    0.000    0.000    0.000 posixpath.py:41(_get_sep)
      176    0.000    0.000    0.000    0.000 __init__.py:388(<genexpr>)
       34    0.000    0.000    0.000    0.000 enum.py:335(__getattr__)
       35    0.000    0.000    0.001    0.000 textwrap.py:160(_split)
       35    0.000    0.000    0.002    0.000 textwrap.py:342(wrap)
        1    0.000    0.000    0.002    0.002 __init__.py:24(<module>)
        4    0.000    0.000    0.005    0.001 platform.py:923(uname)
       37    0.000    0.000    0.000    0.000 argparse.py:808(__init__)
      127    0.000    0.000    0.000    0.000 typing.py:479(__hash__)
        1    0.000    0.000    0.007    0.007 containers.py:4(<module>)
        1    0.000    0.000    0.011    0.011 grammar.py:1(<module>)
        8    0.000    0.000    0.000    0.000 enum.py:800(_create_pseudo_member_)
        1    0.000    0.000    0.001    0.001 application.py:102(BaseIPythonApplication)
       22    0.000    0.000    0.000    0.000 argparse.py:1375(add_argument_group)
        1    0.000    0.000    0.018    0.018 magic.py:3(<module>)
       28    0.000    0.000    0.000    0.000 typing.py:680(__mro_entries__)
        1    0.000    0.000    0.002    0.002 pretty.py:79(<module>)
        1    0.000    0.000    0.000    0.000 keys.py:140(<listcomp>)
        1    0.000    0.000    0.001    0.001 base.py:14(<module>)
       64    0.000    0.000    0.001    0.000 re.py:185(sub)
       22    0.000    0.000    0.002    0.000 gettext.py:585(dgettext)
        1    0.000    0.000    0.001    0.001 parse.py:28(<module>)
        3    0.000    0.000    0.001    0.000 base.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ansi_escape_sequences.py:4(<module>)
        1    0.000    0.000    0.000    0.000 access.py:1(<module>)
      189    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
        1    0.000    0.000    0.001    0.001 signal.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pydoc.py:1696(Helper)
        1    0.000    0.000    0.014    0.014 base_events.py:14(<module>)
        1    0.000    0.000    0.001    0.001 containers.py:1399(Window)
        3    0.000    0.000    0.000    0.000 ansi.py:26(__init__)
      235    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
      361    0.000    0.000    0.000    0.000 {method 'items' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.003    0.003 shutil.py:5(<module>)
       20    0.000    0.000    0.000    0.000 magic.py:86(magics_class)
      105    0.000    0.000    0.000    0.000 abc.py:7(abstractmethod)
      274    0.000    0.000    0.000    0.000 inspect.py:2529(kind)
       32    0.000    0.000    0.000    0.000 traitlets.py:2259(class_init)
       70    0.000    0.000    0.000    0.000 argparse.py:204(__init__)
      168    0.000    0.000    0.000    0.000 typing.py:176(<listcomp>)
        1    0.000    0.000    0.001    0.001 syntax_tree.py:3(<module>)
        1    0.000    0.000    0.004    0.004 execution.py:2(<module>)
        2    0.000    0.000    0.004    0.002 __init__.py:3(<module>)
        2    0.000    0.000    0.058    0.029 __init__.py:15(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.eval}
        2    0.000    0.000    0.000    0.000 {built-in method posix.uname}
       35    0.000    0.000    0.000    0.000 textwrap.py:146(_munge_whitespace)
       33    0.000    0.000    0.000    0.000 argparse.py:1505(_get_handler)
       37    0.000    0.000    0.000    0.000 argparse.py:1576(_add_action)
        1    0.000    0.000    0.002    0.002 pydoc.py:39(<module>)
        1    0.000    0.000    0.003    0.003 prefilter.py:7(<module>)
        1    0.000    0.000    0.002    0.002 vi.py:2(<module>)
        1    0.000    0.000    0.000    0.000 completer.py:991(IPCompleter)
        2    0.000    0.000    0.000    0.000 {built-in method _ctypes.POINTER}
        1    0.000    0.000    0.008    0.008 instance.py:1(<module>)
        1    0.000    0.000    0.004    0.004 basic.py:70(BasicMagics)
      152    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
      136    0.000    0.000    0.000    0.000 {method 'intersection' of 'set' objects}
        1    0.000    0.000    0.000    0.000 encoder.py:2(<module>)
        1    0.000    0.000    0.000    0.000 tty.py:1(<module>)
        1    0.000    0.000    0.001    0.001 tree.py:43(<module>)
        1    0.000    0.000    0.000    0.000 shellapp.py:5(<module>)
        1    0.000    0.000    0.000    0.000 pickle.py:181(<listcomp>)
      380    0.000    0.000    0.000    0.000 inspect.py:2521(default)
        1    0.000    0.000    0.000    0.000 opcode.py:5(<module>)
        1    0.000    0.000    0.005    0.005 platform.py:780(_syscmd_uname)
       67    0.000    0.000    0.000    0.000 signal.py:10(<lambda>)
       22    0.000    0.000    0.000    0.000 argparse.py:239(start_section)
        1    0.000    0.000    0.016    0.016 ultratb.py:81(<module>)
       14    0.000    0.000    0.001    0.000 text.py:359(dedent)
       81    0.000    0.000    0.000    0.000 typing.py:772(<genexpr>)
        1    0.000    0.000    0.005    0.005 value.py:3(<module>)
        1    0.000    0.000    0.001    0.001 iterable.py:4(<module>)
        1    0.000    0.000    0.000    0.000 shellapp.py:99(InteractiveShellApp)
      217    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
       39    0.000    0.000    0.000    0.000 re.py:307(_subx)
      135    0.000    0.000    0.000    0.000 enum.py:659(<lambda>)
       53    0.000    0.000    0.000    0.000 six.py:177(_add_module)
       37    0.000    0.000    0.000    0.000 argparse.py:1501(_pop_action_class)
        1    0.000    0.000    0.001    0.001 pathlib.py:1(<module>)
        5    0.000    0.000    0.001    0.000 typing.py:1337(_make_nmtuple)
        4    0.000    0.000    0.000    0.000 {built-in method _ssl.txt2obj}
        1    0.000    0.000    0.000    0.000 tasks.py:1(<module>)
        1    0.000    0.000    0.001    0.001 style_transformation.py:11(<module>)
        1    0.000    0.000    0.001    0.001 vt100.py:8(<module>)
        1    0.000    0.000    0.001    0.001 minidom.py:16(<module>)
        1    0.000    0.000    0.003    0.003 controls.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _endian.py:1(<module>)
        1    0.000    0.000    0.022    0.022 imports.py:13(<module>)
        1    0.000    0.000    0.001    0.001 completion.py:1(<module>)
        2    0.000    0.000    0.028    0.014 __init__.py:64(<module>)
       39    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
      134    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
      116    0.000    0.000    0.000    0.000 enum.py:623(name)
        1    0.000    0.000    0.051    0.051 application.py:10(<module>)
      134    0.000    0.000    0.000    0.000 six.py:88(__init__)
       80    0.000    0.000    0.000    0.000 argparse.py:233(_add_item)
        2    0.000    0.000    0.009    0.005 path.py:4(<module>)
        1    0.000    0.000    0.002    0.002 lexer.py:10(<module>)
        1    0.000    0.000    0.001    0.001 dbapi2.py:23(<module>)
        1    0.000    0.000    0.003    0.003 filters.py:4(<module>)
        1    0.000    0.000    0.016    0.016 code.py:2(<module>)
        1    0.000    0.000    0.003    0.003 execution.py:176(ExecutionMagics)
       19    0.000    0.000    0.000    0.000 sre_compile.py:432(_generate_overlap_table)
       35    0.000    0.000    0.000    0.000 textwrap.py:115(__init__)
        1    0.000    0.000    0.002    0.002 pickle.py:24(<module>)
       44    0.000    0.000    0.000    0.000 argparse.py:197(_dedent)
       98    0.000    0.000    0.000    0.000 argparse.py:291(<listcomp>)
       74    0.000    0.000    0.000    0.000 argparse.py:1303(_registry_get)
        1    0.000    0.000    0.001    0.001 io.py:4(<module>)
        1    0.000    0.000    0.001    0.001 unix_events.py:1(<module>)
        1    0.000    0.000    0.060    0.060 debugger.py:1(<module>)
        1    0.000    0.000    0.000    0.000 calendar.py:6(<module>)
        1    0.000    0.000    0.002    0.002 osm.py:30(OSMagics)
       52    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 token.py:78(<dictcomp>)
        1    0.000    0.000    0.007    0.007 platform.py:10(<module>)
        1    0.000    0.000    0.003    0.003 PyColorize.py:30(<module>)
       11    0.000    0.000    0.003    0.000 magic_arguments.py:108(__init__)
        1    0.000    0.000    0.001    0.001 defaults.py:3(<module>)
        1    0.000    0.000    0.000    0.000 ansi_escape_sequences.py:176(_get_reverse_ansi_sequences)
        2    0.000    0.000    0.000    0.000 {built-in method posix.pipe}
       12    0.000    0.000    0.000    0.000 enum.py:830(__or__)
       22    0.000    0.000    0.000    0.000 argparse.py:276(add_arguments)
       11    0.000    0.000    0.001    0.000 magic_arguments.py:69(_fill_text)
       38    0.000    0.000    0.001    0.000 typing.py:1197(_alias)
        1    0.000    0.000    0.000    0.000 python.py:970(NumPyLexer)
        1    0.000    0.000    0.001    0.001 inputtransformer2.py:8(<module>)
        1    0.000    0.000    0.001    0.001 vt100_parser.py:3(<module>)
        1    0.000    0.000    0.001    0.001 tokenize.py:11(<module>)
        1    0.000    0.000    0.008    0.008 client.py:69(<module>)
       41    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:873(_find_spec_legacy)
        1    0.000    0.000    0.286    0.286 line_profiler.py:3(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:1(<module>)
       44    0.000    0.000    0.000    0.000 argparse.py:193(_indent)
      216    0.000    0.000    0.000    0.000 argparse.py:664(<genexpr>)
       17    0.000    0.000    0.000    0.000 argparse.py:850(__init__)
        1    0.000    0.000    0.000    0.000 ast.py:26(<module>)
        1    0.000    0.000    0.001    0.001 util.py:10(<module>)
        1    0.000    0.000    0.224    0.224 embed.py:4(<module>)
        2    0.000    0.000    0.000    0.000 _mapping.py:14(<module>)
